ENSEMBL_id	KD0d_A	KD0d_B	KD0d_C	KD1d_A	KD1d_B	KD1d_C	KD3d_A	KD3d_B	KD3d_C	WT0d_A	WT0d_B	WT0d_C	WT1d_A	WT1d_B	WT1d_C	WT3d_A	WT3d_B	WT3d_C
ENSG00000107672.14	392	271	261	66	55	85	225	206	160	124	113	129	218	270	244	178	105	143
ENSG00000107679.14	1392	1108	1127	154	165	250	400	412	303	131	150	197	1182	1422	1255	502	453	455
ENSG00000107719.8	21	13	11	4	1	3	1	3	1	5	7	11	14	8	23	17	11	14
ENSG00000107731.12	1065	951	892	110	112	164	39	33	30	1016	1232	1019	855	952	978	448	380	413
ENSG00000107736.19	2	1	0	0	1	0	0	0	1	0	2	0	1	1	0	0	0	0
ENSG00000107738.19	181	152	105	28	24	41	12	14	4	47	90	58	19	17	27	8	6	7
ENSG00000107742.12	4	1	1	3	0	0	0	3	1	2	1	2	8	10	15	2	6	4
ENSG00000107745.17	1018	741	729	316	338	442	824	725	593	334	399	367	654	780	709	508	459	367
ENSG00000107758.15	520	360	355	110	106	173	353	335	273	121	140	159	424	489	412	446	391	341
ENSG00000107771.15	1183	863	873	182	189	313	603	556	414	133	148	156	552	660	595	566	458	444
ENSG00000107779.11	520	429	403	55	67	94	208	213	156	86	86	91	393	452	424	217	233	215
ENSG00000107789.15	339	247	257	42	49	51	148	160	124	92	84	104	345	389	294	220	119	181
ENSG00000107796.12	79	53	72	17	20	29	30	28	19	40	43	39	44	33	27	69	48	45
ENSG00000107798.17	2020	1404	1399	392	476	654	1553	1447	1149	537	584	640	885	1032	971	691	624	592
ENSG00000107807.12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000107815.7	413	320	318	50	54	66	68	60	58	210	256	229	211	232	218	145	107	145
ENSG00000107816.17	333	392	296	130	147	194	100	166	128	371	336	385	420	462	410	431	415	337
ENSG00000107819.13	326	270	261	196	212	300	418	354	267	75	111	72	361	481	413	852	887	910
ENSG00000107821.14	4	2	7	1	2	2	2	1	3	15	8	11	3	5	8	12	6	4
ENSG00000107829.13	450	395	337	187	207	333	261	293	210	405	418	409	484	579	612	359	359	301
ENSG00000107831.12	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	1
ENSG00000107833.10	355	331	317	201	243	300	220	194	186	423	515	521	286	294	297	151	135	133
ENSG00000107854.5	2606	1964	1911	449	480	687	1631	1534	1255	261	278	318	1362	1580	1425	1068	957	888
ENSG00000107859.9	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	1	0
ENSG00000107862.4	1864	1542	1419	583	666	886	580	524	426	794	913	787	1272	1501	1319	1145	1027	963
ENSG00000107863.16	4395	3126	3051	506	582	808	2296	2075	1653	309	393	340	5004	5506	5182	2450	2246	2121
ENSG00000107864.14	308	225	239	13	25	19	24	14	17	15	17	21	36	38	35	32	24	18
ENSG00000107872.12	47	36	51	21	24	42	5	42	18	99	102	115	43	46	60	50	29	42
ENSG00000107874.10	386	313	272	275	319	432	479	563	421	444	532	475	396	422	416	440	398	364
ENSG00000107882.11	141	94	118	28	40	43	25	28	24	106	115	105	135	135	186	141	165	127
ENSG00000107890.16	460	320	326	52	40	95	262	203	184	44	64	59	187	224	206	374	280	299
ENSG00000107897.18	528	379	394	32	35	55	114	133	96	41	48	66	193	237	216	84	85	88
ENSG00000107902.13	65	55	40	46	42	58	62	60	72	87	58	89	55	69	63	102	114	88
ENSG00000107929.14	1905	1495	1411	201	278	391	497	489	404	447	455	477	1169	1247	1173	604	608	584
ENSG00000107937.18	1926	1283	1258	225	281	407	974	963	823	318	377	397	820	961	848	430	474	421
ENSG00000107938.17	275	190	176	23	26	45	115	85	76	41	33	45	137	165	146	124	102	91
ENSG00000107949.16	825	519	513	88	73	125	507	426	314	104	116	139	268	289	267	228	203	182
ENSG00000107951.12	839	682	621	48	61	87	119	171	108	81	105	148	332	417	342	166	121	144
ENSG00000107954.10	5	7	7	1	2	2	1	1	0	3	2	1	0	2	2	1	0	0
ENSG00000107957.16	1891	1484	1417	290	323	440	475	518	475	238	297	295	1239	1407	1339	1184	1057	1060
ENSG00000107959.15	1873	1476	1329	782	933	1240	1303	1318	988	815	1060	838	1593	1811	1735	1143	1034	912
ENSG00000107960.10	846	611	660	149	217	265	780	801	550	236	260	236	876	1036	855	567	629	517
ENSG00000107968.9	33	43	43	6	7	10	10	12	4	14	17	21	16	23	10	16	8	17
ENSG00000107984.9	405	302	266	83	97	99	88	107	102	70	96	97	74	92	104	28	28	24
ENSG00000108001.13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000108010.11	1251	949	987	473	629	836	1391	1475	1017	570	647	684	1223	1509	1161	936	819	833
ENSG00000108018.15	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
ENSG00000108021.19	3303	2515	2369	182	204	252	753	637	545	284	368	351	1434	1786	1523	834	808	737
ENSG00000108039.17	915	720	674	346	407	535	950	983	784	349	346	372	690	669	733	567	447	465
ENSG00000108055.9	2305	1509	1537	149	153	221	622	570	462	143	175	183	589	692	596	451	402	379
ENSG00000108061.11	1776	1206	1084	338	305	523	1362	1208	886	145	160	175	770	1039	841	776	729	657
ENSG00000108064.10	1122	747	747	54	68	118	300	253	222	99	143	152	427	593	475	218	224	190
ENSG00000108091.10	2119	1589	1505	208	232	399	664	578	434	367	420	388	1140	1408	1208	704	638	612
ENSG00000108094.14	943	708	663	142	172	231	755	655	524	100	116	124	496	571	533	478	399	457
ENSG00000108100.17	1128	834	848	244	255	380	454	453	353	370	389	387	952	1129	1048	566	562	545
ENSG00000108106.13	460	506	384	248	334	327	147	210	159	1195	1374	1330	639	636	643	162	140	186
ENSG00000108107.12	2478	1708	1434	1575	1587	2205	1252	1356	1142	4690	4874	3485	2968	3066	2985	2408	2887	2277
ENSG00000108175.16	1462	1190	1156	151	214	243	142	156	109	220	232	195	576	654	591	559	497	492
ENSG00000108176.14	5	4	3	3	6	2	14	12	6	1	2	4	27	36	21	13	18	26
ENSG00000108179.13	1617	1335	1154	702	905	1089	1462	1486	1115	256	305	299	303	372	312	316	273	264
ENSG00000108187.15	60	46	35	9	7	12	42	20	20	7	9	8	51	63	59	24	46	37
ENSG00000108219.14	863	710	651	214	278	338	240	243	194	374	435	370	869	1035	1004	788	665	588
ENSG00000108231.11	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1
ENSG00000108239.8	357	273	241	56	45	73	169	129	103	55	77	73	218	249	279	143	135	102
ENSG00000108242.12	5	8	5	1	4	4	5	2	5	23	15	14	17	21	9	13	10	9
ENSG00000108244.16	2	0	5	0	1	2	0	0	0	1	1	4	2	4	2	8	0	2
ENSG00000108255.7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000108256.8	5347	3953	3915	332	378	584	1047	995	769	466	487	491	2868	3236	3149	1650	1407	1371
ENSG00000108262.15	1036	946	810	340	333	504	152	193	150	989	1112	883	746	783	813	609	548	550
ENSG00000108298.9	13146	11334	11122	6853	8403	11175	11608	13119	9946	9651	11576	10922	12737	13920	13694	8625	7459	8061
ENSG00000108306.11	843	650	606	100	82	157	299	249	175	116	174	148	568	634	544	400	327	313
ENSG00000108309.12	17	16	20	20	14	26	12	17	13	16	13	12	15	19	11	12	17	7
ENSG00000108312.14	1279	973	895	265	326	469	569	503	421	601	792	703	949	998	972	687	649	532
ENSG00000108342.12	2	3	0	8	9	10	10	9	11	1	1	1	9	9	4	9	10	7
ENSG00000108344.14	1389	1197	1083	834	930	1290	1264	1271	987	1530	1726	1500	1452	1690	1577	1197	1050	985
ENSG00000108349.14	1046	752	730	206	221	346	368	319	256	467	553	513	739	885	816	548	525	478
ENSG00000108352.11	577	471	478	45	47	64	20	20	14	354	517	518	172	175	157	82	77	74
ENSG00000108370.15	4	4	2	3	2	2	11	11	13	2	6	2	32	26	21	34	20	23
ENSG00000108375.12	268	208	208	23	37	59	52	34	25	48	54	38	88	100	79	106	98	84
ENSG00000108379.9	12	8	11	18	33	13	26	23	17	9	10	4	115	151	113	64	44	49
ENSG00000108381.10	0	1	0	0	1	3	0	0	3	1	0	0	1	2	1	0	0	0
ENSG00000108384.14	194	174	145	17	13	22	89	103	57	30	50	41	77	88	58	50	58	72
ENSG00000108387.14	11	8	12	2	5	7	26	24	9	14	19	10	22	24	17	36	33	25
ENSG00000108389.9	2193	1734	1481	398	457	610	863	907	746	547	669	666	1259	1574	1331	774	670	588
ENSG00000108395.13	784	586	597	121	137	222	510	462	371	134	120	157	449	553	548	358	302	286
ENSG00000108405.3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000108406.9	1254	947	913	166	188	269	1031	1100	776	199	201	229	769	949	789	515	418	338
ENSG00000108417.3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
ENSG00000108423.14	60	47	54	2	10	10	24	35	14	22	16	30	47	86	56	22	29	28
ENSG00000108424.9	6128	4665	4518	1225	1382	1883	4136	3632	2899	1700	1970	1862	4481	5141	4556	1944	1818	1741
ENSG00000108433.15	456	338	344	358	374	585	838	838	663	258	304	279	600	802	659	695	756	585
ENSG00000108439.9	930	754	713	285	319	451	308	309	265	531	659	545	390	486	468	250	275	221
ENSG00000108442.2	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
ENSG00000108443.13	831	532	616	65	67	84	226	217	181	88	101	115	410	436	373	229	207	189
ENSG00000108448.20	197	141	145	42	41	60	96	81	49	179	198	201	128	137	111	94	80	65
ENSG00000108452.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000108465.14	697	496	483	117	146	178	349	319	269	252	282	270	579	573	483	447	430	349
ENSG00000108468.14	767	537	587	84	65	102	343	330	253	143	155	115	759	900	721	233	217	222
ENSG00000108469.14	330	291	265	95	105	153	74	101	81	261	264	251	373	464	466	267	287	285
ENSG00000108474.16	120	87	106	34	25	36	113	95	72	56	43	55	119	156	123	95	98	84
ENSG00000108479.11	42	39	43	16	32	29	23	45	31	73	80	99	30	44	43	40	28	55
ENSG00000108506.11	832	648	621	94	114	143	329	323	213	132	172	172	458	508	412	305	234	208
ENSG00000108509.20	327	269	242	105	104	174	38	51	49	224	214	160	209	180	180	183	199	151
ENSG00000108510.9	5679	4191	4181	359	407	600	1546	1462	1136	409	477	476	2598	3145	2667	1649	1458	1334
ENSG00000108511.9	10	2	5	1	1	3	5	3	6	1	5	2	20	10	1	5	9	12
ENSG00000108515.17	27	21	28	20	8	15	22	28	17	15	10	14	33	54	43	20	14	21
ENSG00000108516.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000108518.7	3578	2712	2486	3358	3351	4487	4648	4687	3679	4649	5159	4129	5842	6217	6155	5441	5543	4927
ENSG00000108523.15	1415	1023	974	763	789	1160	873	838	629	1223	1458	1285	1120	1241	1208	969	890	820
ENSG00000108528.13	676	614	521	255	339	395	333	330	287	641	745	734	358	405	371	433	390	351
ENSG00000108551.4	2	0	0	0	2	1	0	1	0	1	2	0	1	1	0	1	0	0
ENSG00000108556.7	0	3	0	0	0	2	0	2	3	0	0	0	2	1	0	1	1	0
ENSG00000108557.17	622	563	484	97	112	129	44	62	52	282	287	280	519	546	499	381	351	405
ENSG00000108559.11	856	741	698	159	223	300	619	612	480	316	359	366	508	602	520	318	321	294
ENSG00000108561.8	1862	1389	1380	473	509	727	898	807	616	1229	1388	1450	1063	1240	1129	581	579	519
ENSG00000108576.9	0	1	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
ENSG00000108578.14	317	266	221	49	72	85	197	209	162	126	146	152	332	362	318	205	224	170
ENSG00000108582.11	12932	9361	8972	653	745	1110	2881	2581	2047	891	993	1043	4421	5241	4652	3313	2815	2753
ENSG00000108587.14	992	697	733	147	149	228	393	383	277	172	245	207	585	674	580	300	306	276
ENSG00000108588.13	1516	900	955	75	90	175	314	311	236	204	226	236	737	877	655	335	292	250
ENSG00000108590.10	83	51	60	83	78	99	197	179	166	64	49	64	103	112	138	129	136	99
ENSG00000108591.9	295	291	256	228	249	276	259	338	248	343	326	317	329	316	326	374	313	306
ENSG00000108592.16	1030	780	755	199	203	330	470	462	347	431	507	497	709	719	674	421	399	390
ENSG00000108599.14	1333	982	954	168	183	276	777	726	543	166	158	174	573	712	624	415	360	309
ENSG00000108602.17	1856	1726	1477	289	366	439	13	22	19	3396	3790	3761	269	291	316	22	14	16
ENSG00000108604.15	2364	1920	1767	593	663	983	508	541	413	2120	2541	2497	1274	1598	1403	833	881	673
ENSG00000108622.10	0	1	3	1	0	1	5	1	3	1	4	1	1	1	2	0	0	0
ENSG00000108639.7	730	620	554	544	648	819	276	318	248	565	552	596	440	526	510	343	342	298
ENSG00000108641.14	60	48	54	48	56	76	93	107	83	90	75	95	68	55	80	117	97	88
ENSG00000108651.9	783	611	585	209	231	338	686	614	482	179	227	263	554	618	621	455	370	335
ENSG00000108654.11	7374	5181	5205	1280	1373	1866	5563	5342	4009	1289	1558	1546	6518	7176	6287	3267	2869	2716
ENSG00000108666.9	317	256	229	33	60	63	156	175	111	63	60	86	180	244	216	110	118	84
ENSG00000108669.16	752	592	540	236	274	427	505	519	443	151	203	184	1265	1381	1279	865	725	711
ENSG00000108671.9	1124	831	812	348	354	483	699	607	506	395	467	433	808	949	756	527	492	401
ENSG00000108679.12	2825	2302	2055	1213	1519	1811	550	681	562	1229	1400	1334	1037	1095	1087	1351	1128	1129
ENSG00000108684.14	0	0	0	0	0	0	1	0	0	0	0	0	1	0	1	0	0	2
ENSG00000108688.11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000108691.9	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
ENSG00000108700.4	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
ENSG00000108702.3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000108733.9	134	124	111	25	21	30	48	44	32	50	38	35	96	130	114	48	49	44
ENSG00000108759.3	4	4	2	2	0	0	0	0	0	10	9	12	2	0	0	1	0	0
ENSG00000108771.12	141	116	102	24	40	47	37	36	33	50	49	39	67	82	70	72	82	78
ENSG00000108773.10	360	291	270	73	114	156	156	204	156	194	198	204	147	201	165	192	164	177
ENSG00000108774.14	1656	1373	1192	1238	1305	1893	2843	2633	2302	1496	1593	1508	1702	2065	1842	1564	1710	1576
ENSG00000108784.9	222	229	210	138	169	194	94	148	118	213	286	270	226	217	279	232	191	222
ENSG00000108785.7	0	1	0	0	0	0	0	1	0	2	0	1	1	1	0	0	1	1
ENSG00000108786.10	56	44	42	64	84	96	48	78	69	106	96	97	67	78	83	127	82	106
ENSG00000108788.11	724	530	521	353	365	531	786	702	539	376	457	410	472	493	538	448	441	389
ENSG00000108797.11	36	29	29	5	5	1	1	3	3	14	26	19	35	44	20	58	20	34
ENSG00000108798.8	1	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0
ENSG00000108799.12	489	350	356	76	90	103	229	195	148	104	125	133	339	360	333	222	239	211
ENSG00000108813.10	2	0	0	1	0	0	0	1	0	1	0	1	0	2	0	1	3	1
ENSG00000108819.10	764	620	535	258	345	460	175	204	179	390	387	415	1026	1231	1211	597	651	559
ENSG00000108821.13	46	44	45	299	376	505	207	308	245	45	49	49	1416	1380	1296	2644	2337	2562
ENSG00000108823.15	0	1	0	1	0	1	1	2	1	0	0	0	4	2	0	0	0	0
ENSG00000108826.15	622	420	434	195	146	228	617	549	427	264	307	271	313	420	371	345	336	256
ENSG00000108828.15	1267	1014	952	1034	1163	1608	1728	1818	1537	675	720	622	1152	1252	1248	2713	2549	2330
ENSG00000108829.9	2182	1804	1662	1338	1549	2113	1778	1790	1417	1868	1959	2201	2824	3233	2913	1243	1063	1044
ENSG00000108830.9	2	1	1	0	1	1	3	0	0	1	0	1	0	0	0	3	0	2
ENSG00000108839.11	0	0	0	0	1	0	2	0	1	0	0	0	1	3	2	8	0	3
ENSG00000108840.15	623	553	454	353	431	519	360	470	354	844	959	906	1049	1242	1038	912	825	729
ENSG00000108846.15	390	375	322	120	143	187	57	46	35	176	199	178	452	581	556	282	208	205
ENSG00000108848.15	981	657	712	33	52	81	277	243	215	153	112	137	734	891	761	608	517	456
ENSG00000108849.7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000108852.14	21	25	22	7	7	6	13	23	29	11	11	3	1	6	2	5	13	15
ENSG00000108854.15	745	546	538	180	197	276	690	569	449	139	165	135	979	1131	953	550	565	439
ENSG00000108861.8	764	615	604	365	394	552	985	954	802	240	313	269	744	881	784	871	847	786
ENSG00000108878.4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1
ENSG00000108883.12	1157	797	777	410	487	678	788	809	597	781	793	717	816	1055	921	1002	947	878
ENSG00000108924.13	336	287	293	6	4	2	4	5	0	41	57	57	9	10	4	1	6	2
ENSG00000108932.11	107	93	62	5	10	6	13	11	11	6	11	6	5	3	2	1	1	1
ENSG00000108946.14	6936	5325	5087	1189	1234	1908	4418	4061	3208	1213	1489	1621	5696	6747	6017	2732	2400	2405
ENSG00000108947.4	6	6	8	4	6	5	10	5	5	6	5	2	22	17	11	63	43	40
ENSG00000108950.11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000108953.16	4702	3505	3315	1963	1924	2955	5689	5145	4100	2160	2298	2314	3827	4666	4172	3104	2788	2517
ENSG00000108958.4	1	4	2	2	0	3	6	4	0	3	5	2	4	1	2	3	2	0
ENSG00000108960.7	212	148	189	65	55	76	105	128	89	36	25	31	286	317	314	95	82	84
ENSG00000108961.13	125	108	121	47	64	95	157	209	151	173	164	171	124	137	138	147	125	143
ENSG00000108963.17	236	192	165	59	80	94	57	93	59	177	218	236	123	149	128	110	121	116
ENSG00000108984.13	27	25	18	0	1	0	12	12	4	4	0	2	4	1	0	3	11	7
ENSG00000109016.17	291	215	190	126	132	176	239	244	191	131	132	144	202	217	188	190	133	149
ENSG00000109046.14	2025	1569	1460	125	134	216	557	506	352	143	157	161	1028	1196	1127	609	574	567
ENSG00000109047.7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
ENSG00000109061.9	0	0	0	0	0	3	0	0	0	0	0	0	1	0	0	0	0	0
ENSG00000109062.9	359	292	298	140	190	215	76	88	74	373	457	365	290	347	264	260	181	193
ENSG00000109063.14	37	27	21	0	4	0	9	6	6	6	15	3	24	22	35	11	15	14
ENSG00000109065.11	218	196	168	55	77	113	189	157	150	147	151	204	288	300	270	277	280	226
ENSG00000109066.13	208	151	189	123	131	175	55	58	51	194	177	160	223	274	236	277	207	215
ENSG00000109072.13	0	0	0	0	0	0	0	0	0	0	0	0	2	1	1	2	0	0
ENSG00000109079.9	936	824	634	849	945	1270	884	872	719	637	730	683	2074	2355	2160	1735	1734	1617
ENSG00000109083.13	152	143	119	58	50	72	207	244	190	59	53	79	181	203	185	110	108	107
ENSG00000109084.13	453	336	330	64	72	76	156	135	102	265	298	269	256	319	245	84	101	92
ENSG00000109089.7	213	170	161	69	120	146	67	73	56	119	155	136	246	273	315	253	221	213
ENSG00000109099.13	19	17	15	22	42	75	132	92	96	4	8	7	57	38	65	163	180	157
ENSG00000109101.7	4	4	2	0	8	3	3	4	4	4	9	7	6	12	1	13	12	11
ENSG00000109103.11	519	445	393	176	181	233	193	249	196	197	317	255	234	294	279	295	265	280
ENSG00000109107.13	485	425	370	212	274	336	472	547	411	349	379	423	182	250	176	398	360	354
ENSG00000109111.14	1953	1535	1432	294	358	503	583	568	481	510	581	492	1159	1295	1150	859	836	798
ENSG00000109113.17	566	500	419	420	546	633	462	564	458	789	841	860	807	905	854	785	699	665
ENSG00000109118.13	438	331	286	125	82	139	98	106	98	195	242	180	304	326	343	281	232	278
ENSG00000109132.6	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000109133.12	3496	2551	2470	177	257	295	519	432	392	398	413	456	1642	1974	1628	726	657	640
ENSG00000109158.10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
ENSG00000109163.6	0	2	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1
ENSG00000109171.14	1375	1027	971	170	179	278	670	528	439	186	223	219	741	959	733	389	423	411
ENSG00000109180.14	1465	1044	1053	245	268	355	891	795	619	282	336	380	839	949	794	448	359	387
ENSG00000109181.11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000109182.11	0	0	0	0	0	0	1	0	0	0	0	0	1	0	1	1	1	0
ENSG00000109184.14	713	480	496	165	200	292	605	523	425	125	109	140	441	563	365	580	478	465
ENSG00000109189.12	403	310	314	45	42	73	184	185	149	59	53	55	211	343	275	200	142	146
ENSG00000109193.10	100	53	68	7	15	7	23	9	9	15	13	21	77	112	96	37	44	19
ENSG00000109205.16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0
ENSG00000109208.4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000109220.10	255	146	153	59	63	83	132	170	144	45	25	44	179	274	246	153	146	154
ENSG00000109255.11	79	58	57	4	3	8	8	10	0	35	37	37	50	63	63	1	3	2
ENSG00000109265.12	19	21	15	3	4	3	7	1	2	8	9	4	8	13	14	4	7	5
ENSG00000109270.12	1082	742	786	270	307	437	1071	1022	828	150	170	157	530	640	513	474	428	532
ENSG00000109272.3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000109320.11	768	677	630	136	185	221	270	262	188	285	326	290	800	934	856	379	350	284
ENSG00000109321.10	4317	2996	3089	881	1003	1354	2524	2540	2038	147	143	132	1110	1127	1117	541	436	462
ENSG00000109323.8	1113	825	785	168	218	291	722	645	511	203	291	281	869	1048	892	519	519	412
ENSG00000109332.19	5546	4023	4001	1386	1420	2135	4664	4108	3308	1122	1248	1243	3746	4446	4110	2330	2113	1998
ENSG00000109339.18	105	91	61	6	11	9	41	41	20	18	14	16	46	54	39	22	25	29
ENSG00000109381.19	1155	820	834	213	250	366	762	669	559	159	199	198	674	867	807	499	497	388
ENSG00000109390.11	439	281	300	186	141	232	312	279	220	343	312	337	330	353	387	271	214	176
ENSG00000109424.3	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000109436.7	664	503	496	74	94	111	205	223	178	79	113	103	422	484	459	250	256	224
ENSG00000109445.10	762	565	551	58	75	69	291	273	199	120	126	165	293	316	316	152	110	130
ENSG00000109452.12	1446	1084	1047	362	363	549	1825	1639	1323	74	100	111	1369	1633	1366	701	599	552
ENSG00000109458.8	620	442	468	44	49	65	166	115	98	78	80	62	328	336	340	264	191	272
ENSG00000109466.13	1367	977	953	134	155	229	303	327	257	129	180	197	524	645	485	200	195	178
ENSG00000109471.4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000109472.13	951	795	799	144	178	242	375	388	217	226	328	306	910	961	883	418	370	353
ENSG00000109475.16	3842	2652	2705	2681	2783	4260	6141	6146	4528	2559	2877	2996	4120	4548	4028	3952	3571	3152
ENSG00000109501.13	53	54	43	37	52	66	20	28	17	72	84	41	88	98	80	86	90	86
ENSG00000109511.10	3	0	1	1	0	0	1	1	4	0	0	0	0	0	0	0	0	0
ENSG00000109519.12	844	666	606	156	196	265	405	332	275	281	320	325	534	538	507	344	294	273
ENSG00000109534.16	103	67	66	11	8	23	40	42	24	16	18	13	66	65	59	42	36	45
ENSG00000109536.11	409	220	245	50	61	73	317	257	180	92	156	103	348	371	276	175	205	172
ENSG00000109572.13	2146	1560	1453	121	123	171	550	520	448	218	311	277	1051	1274	1228	515	462	421
ENSG00000109576.13	64	45	44	5	4	11	28	21	17	10	5	7	31	36	27	17	26	29
ENSG00000109586.11	1129	848	773	97	89	109	444	415	317	89	117	122	402	464	393	359	307	319
ENSG00000109606.12	3329	2506	2335	390	391	570	1908	1732	1289	397	521	533	1764	1983	1763	1028	854	816
ENSG00000109610.5	0	0	0	0	1	0	0	0	0	0	3	0	0	0	0	0	0	0
ENSG00000109618.11	408	335	296	38	58	77	249	194	152	53	57	60	199	232	207	163	144	135
ENSG00000109625.18	0	0	1	1	0	0	2	1	1	0	0	0	1	0	1	2	2	3
ENSG00000109654.14	479	333	329	29	35	49	185	165	125	63	62	80	285	333	291	262	223	171
ENSG00000109667.11	408	335	304	69	64	110	131	132	101	260	267	320	363	391	357	250	237	214
ENSG00000109670.13	1074	726	674	259	268	358	976	932	700	205	212	266	590	694	687	560	507	438
ENSG00000109674.3	281	195	209	33	45	75	117	97	70	100	111	97	126	146	140	61	63	49
ENSG00000109680.10	149	124	121	67	65	102	266	250	172	15	25	19	179	209	143	235	163	183
ENSG00000109684.14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000109685.17	2258	1858	1715	430	461	689	537	517	429	1067	1238	1189	1881	2112	2049	390	419	372
ENSG00000109686.17	1465	1026	999	179	164	268	638	502	425	185	254	170	631	798	623	539	466	442
ENSG00000109689.14	751	512	451	89	76	144	234	205	179	112	132	119	301	383	404	236	195	197
ENSG00000109705.7	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0
ENSG00000109736.14	283	320	239	200	298	292	79	158	128	321	386	466	459	451	428	472	324	386
ENSG00000109738.10	33	42	35	1	6	2	3	5	4	1	3	8	9	5	1	0	1	4
ENSG00000109743.10	9	10	13	4	2	2	14	7	3	15	9	4	26	29	36	5	2	6
ENSG00000109756.8	1700	1288	1154	122	140	184	539	465	394	108	97	79	830	1033	890	605	465	454
ENSG00000109758.8	0	0	1	0	0	0	0	0	0	0	0	0	1	4	2	0	0	0
ENSG00000109762.15	269	225	224	129	109	140	357	305	217	88	78	97	236	319	312	183	215	190
ENSG00000109771.15	21	11	12	8	4	1	6	4	5	4	2	1	19	25	17	10	5	12
ENSG00000109775.10	483	317	310	48	53	57	302	239	192	81	113	73	227	253	249	136	134	128
ENSG00000109787.12	3082	2159	2112	371	413	593	709	618	481	318	421	324	1463	1824	1667	832	773	669
ENSG00000109790.16	1000	747	784	216	213	335	759	698	560	166	204	228	1568	1904	1603	722	601	594
ENSG00000109794.13	22	16	14	7	5	11	8	10	9	9	10	15	21	13	17	5	3	3
ENSG00000109805.9	1260	959	902	75	69	128	143	141	118	122	135	160	513	634	567	86	69	71
ENSG00000109814.11	582	445	444	58	76	131	174	161	134	82	81	93	350	455	360	102	137	90
ENSG00000109819.8	4073	2747	2587	18	15	18	99	66	50	45	64	66	58	82	72	31	31	44
ENSG00000109832.12	0	0	0	0	0	0	0	0	1	0	0	0	0	3	1	0	0	0
ENSG00000109846.7	20	19	26	29	27	67	111	125	60	5	11	7	29	24	27	130	141	154
ENSG00000109851.6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000109854.13	891	659	704	195	222	295	1162	1098	840	296	345	355	892	1079	967	753	630	664
ENSG00000109861.15	1641	1326	1152	504	554	806	2419	2370	1920	347	366	349	2563	2884	2634	1522	1364	1272
ENSG00000109881.16	171	118	107	18	5	20	54	41	36	40	66	55	79	117	91	37	27	33
ENSG00000109906.13	973	941	780	164	242	291	173	154	168	537	627	654	718	907	858	291	244	242
ENSG00000109911.17	422	299	255	104	122	183	339	332	266	128	138	122	229	318	255	175	167	133
ENSG00000109917.10	942	665	721	334	434	542	1082	962	713	415	508	460	708	809	728	650	596	519
ENSG00000109919.9	1432	1077	1095	622	637	909	1175	1098	839	776	1016	907	1018	1206	1111	967	885	731
ENSG00000109920.12	1672	1158	1106	102	86	131	342	328	264	165	199	196	780	850	676	507	373	366
